index,dataset,prompt,iou,dice,precision,recall,gt_coverage
294,drywall,segment taping area,0.922547,0.959713,0.950116,0.969507,12.01
35,drywall,segment taping area,0.926692,0.961951,0.988000,0.937241,30.84
170,drywall,segment taping area,0.927120,0.962182,0.986445,0.939084,25.05
96,drywall,segment taping area,0.928763,0.963066,0.968942,0.957260,19.62
151,drywall,segment taping area,0.935988,0.966936,0.964556,0.969327,18.26
207,drywall,segment taping area,0.937286,0.967628,0.947087,0.989079,14.53
220,drywall,segment taping area,0.938421,0.968232,0.990398,0.947037,20.21
235,drywall,segment taping area,0.942099,0.970186,0.960694,0.979868,22.48
385,drywall,segment taping area,0.942766,0.970540,0.995292,0.946989,47.03
128,drywall,segment taping area,0.945534,0.972005,0.984645,0.959685,57.86
21,drywall,segment taping area,0.952070,0.975446,0.985807,0.965302,21.15
