index,dataset,prompt,iou,dice,precision,recall,gt_coverage
309,drywall,segment taping area,0.908752,0.952195,0.976265,0.929284,11.80
102,drywall,segment taping area,0.909317,0.952505,0.947608,0.957453,18.00
291,drywall,segment taping area,0.909475,0.952591,0.916204,0.991989,32.24
23,drywall,segment taping area,0.909966,0.952861,0.981860,0.925526,21.86
35,drywall,segment taping area,0.914613,0.955402,0.939221,0.972151,30.84
235,drywall,segment taping area,0.917483,0.956966,0.953152,0.960811,22.48
170,drywall,segment taping area,0.918884,0.957728,0.964137,0.951404,25.05
321,drywall,segment taping area,0.920817,0.958776,0.975466,0.942648,5.41
337,drywall,segment taping area,0.921502,0.959147,0.943730,0.975077,12.01
220,drywall,segment taping area,0.926425,0.961807,0.989949,0.935222,20.21
151,drywall,segment taping area,0.939632,0.968877,0.969805,0.967950,18.26
