index,dataset,prompt,iou,dice,precision,recall,gt_coverage
187,cracks,segment crack,0.583399,0.736894,0.593655,0.971239,5.04
17,cracks,segment crack,0.585274,0.738388,0.590380,0.985437,0.65
185,cracks,segment crack,0.585536,0.738597,0.606310,0.944719,1.24
364,cracks,segment crack,0.592783,0.744336,0.592783,1.000000,3.53
365,cracks,segment crack,0.593091,0.744579,0.899213,0.635324,5.40
140,cracks,segment crack,0.595494,0.746470,0.948055,0.615579,9.19
137,cracks,segment crack,0.595969,0.746843,0.886591,0.645152,2.42
164,cracks,segment crack,0.598397,0.748746,0.811405,0.695071,2.23
141,cracks,segment crack,0.599197,0.749372,0.609276,0.973133,1.24
79,cracks,segment crack,0.600335,0.750261,0.658165,0.872325,1.00
360,drywall,segment taping area,0.603096,0.752414,0.603096,1.000000,6.34
265,cracks,segment crack,0.604455,0.753471,0.607381,0.992093,4.51
175,cracks,segment crack,0.604685,0.753650,0.954245,0.622741,15.93
302,drywall,segment taping area,0.606901,0.755368,0.653248,0.895333,32.69
205,cracks,segment crack,0.608442,0.756561,0.611234,0.992547,5.08
198,cracks,segment crack,0.608479,0.756589,0.612213,0.990076,4.48
34,cracks,segment crack,0.609581,0.757440,0.610406,0.997786,2.43
286,cracks,segment crack,0.615677,0.762129,0.617827,0.994381,1.39
306,cracks,segment crack,0.616411,0.762691,0.680635,0.867244,3.86
277,drywall,segment taping area,0.616743,0.762945,0.987398,0.621636,5.57
239,cracks,segment crack,0.617188,0.763286,0.668293,0.889759,1.47
148,cracks,segment crack,0.617973,0.763886,0.708633,0.828482,25.63
30,cracks,segment crack,0.618215,0.764070,0.629879,0.970918,2.57
327,cracks,segment crack,0.624716,0.769015,0.873695,0.686736,12.50
271,cracks,segment crack,0.625828,0.769858,0.652121,0.939475,6.68
338,drywall,segment taping area,0.627306,0.770975,0.679271,0.891304,1.91
46,cracks,segment crack,0.628169,0.771626,0.777571,0.765771,1.34
272,drywall,segment taping area,0.629128,0.772349,0.969678,0.641753,10.11
138,cracks,segment crack,0.629885,0.772919,0.926391,0.663071,11.86
268,drywall,segment taping area,0.630149,0.773118,0.697776,0.866699,8.11
345,drywall,segment taping area,0.632395,0.774807,0.683286,0.894637,3.46
245,drywall,segment taping area,0.634516,0.776396,0.711451,0.854390,2.62
69,cracks,segment crack,0.635429,0.777079,0.641401,0.985559,2.60
392,cracks,segment crack,0.637993,0.778993,0.690410,0.893655,7.58
330,cracks,segment crack,0.638128,0.779094,0.641678,0.991405,1.73
307,drywall,segment taping area,0.646160,0.785052,0.730811,0.847989,3.46
297,cracks,segment crack,0.646194,0.785076,0.760140,0.811704,1.57
163,cracks,segment crack,0.647353,0.785931,0.903487,0.695444,10.46
145,cracks,segment crack,0.649262,0.787337,0.663744,0.967487,1.30
399,cracks,segment crack,0.650135,0.787978,0.675801,0.944807,8.53
394,cracks,segment crack,0.651443,0.788938,0.947822,0.675674,3.70
206,cracks,segment crack,0.651476,0.788962,0.977169,0.661546,5.21
136,cracks,segment crack,0.654572,0.791228,0.966970,0.669542,9.17
240,cracks,segment crack,0.656425,0.792580,0.813752,0.772482,2.08
371,drywall,segment taping area,0.656873,0.792907,0.662661,0.986877,3.48
282,cracks,segment crack,0.657520,0.793378,0.839508,0.752054,1.49
316,cracks,segment crack,0.659066,0.794503,0.671539,0.972591,3.68
188,drywall,segment taping area,0.659573,0.794871,0.956453,0.679994,4.57
192,cracks,segment crack,0.659837,0.795062,0.978301,0.669637,5.01
318,drywall,segment taping area,0.662221,0.796791,0.832649,0.763893,4.67
